distance_travelled,brand,engine_capacity,year_of_creation,engine_type,price,hp
122286.0,Киа,2.5,2015.0,бензин,2299000.0,194.0
320000.0,Мерседес,3.0,2014.0,бензин,3090000.0,333.0
23000.0,Рено,1.6,2013.0,бензин,1350000.0,102.0
375000.0,Тойота,2.2,2000.0,бензин,590000.0,140.0
303055.0,Мазда,2.0,2015.0,бензин,1273000.0,150.0
238000.0,Тойота,2.4,2010.0,бензин,1500000.0,170.0
86000.0,Тойота,2.5,2018.0,бензин,2777000.0,181.0
80000.0,Хонда,1.5,2018.0,бензин,1925000.0,182.0
100000.0,Мерседес,3.5,2013.0,бензин,1800000.0,249.0
111437.0,Ниссан,2.0,2021.0,бензин,1750000.0,149.0
147000.0,Тойота,2.4,2014.0,бензин,3150000.0,150.0
171305.0,Мерседес,4.0,2017.0,бензин,4780000.0,469.0
220000.0,Фольксваген,1.8,2011.0,бензин,200000.0,75.0
27630.0,Сузуки,1.5,2022.0,бензин,1950000.0,105.0
17754.0,Джили,1.5,2023.0,бензин,2150000.0,150.0
137000.0,LADA,1.6,2021.0,бензин,950000.0,87.0
403398.0,Ауди,1.8,2014.0,бензин,500000.0,160.0
195000.0,Опель,1.6,2012.0,бензин,650000.0,115.0
104000.0,Фольксваген,1.6,2020.0,бензин,1800000.0,110.0
139300.0,Киа,1.6,2014.0,бензин,1200000.0,129.0
250000.0,Лада,1.5,2015.0,бензин,120000.0,91.0
260000.0,Тойота,1.5,2008.0,бензин,865000.0,76.0
24500.0,Рено,1.5,2017.0,дизель,1680000.0,109.0
268000.0,Тойота,1.8,2000.0,бензин,850000.0,192.0
100000.0,Джип,4.2,1980.0,бензин,299999.0,112.0
160000.0,Опель,1.5,2020.0,дизель,1599000.0,122.0
65502.0,Киа,1.6,2021.0,бензин,2150000.0,128.0
157278.0,Киа,2.0,2018.0,бензин,1900000.0,150.0
278000.0,Джип,3.0,2007.0,дизель,1185000.0,218.0
73666.0,Хендай,1.6,2019.0,бензин,1650000.0,123.0
123099.0,Peugeot,1.6,2015.0,бензин,825000.0,120.0
198179.0,Хендай,1.6,2017.0,бензин,1465000.0,128.0
140000.0,Хендай,1.7,2010.0,дизель,1370000.0,136.0
38000.0,Хендай,1.6,2018.0,бензин,1790000.0,123.0
292603.0,Фольксваген,2.5,2008.0,дизель,1691000.0,131.0
204000.0,Мерседес,2.1,2014.0,дизель,1799000.0,170.0
194000.0,Хендай,1.6,2015.0,бензин,1050000.0,123.0
13845.0,Фольксваген,2.0,2022.0,бензин,3149000.0,186.0
278604.0,Вольво,2.4,2010.0,дизель,1838000.0,185.0
66343.0,Шкода,1.6,2017.0,бензин,1460000.0,90.0
180.0,Шевроле,1.2,2023.0,бензин,1849000.0,132.0
64000.0,БМВ,3.0,2016.0,дизель,6500000.0,313.0
154000.0,Сузуки,1.6,2014.0,бензин,799000.0,107.0
101661.0,Ниссан,2.0,2021.0,бензин,2199000.0,144.0
19555.0,Хавейл,2.0,2023.0,бензин,2849000.0,192.0
33946.0,Форд,1.6,2017.0,бензин,1129000.0,105.0
86853.0,Peugeot,1.6,2015.0,бензин,2034140.0,150.0
186328.0,Мерседес,3.5,2013.0,бензин,2300000.0,249.0
10000.0,Порше,4.5,2006.0,бензин,2000000.0,450.0
160000.0,Тойота,2.0,1992.0,бензин,450000.0,225.0
70000.0,Фольксваген,1.6,2020.0,бензин,1469000.0,110.0
249496.0,Ауди,3.0,2015.0,дизель,1550000.0,239.0
144542.0,Опель,1.6,2010.0,бензин,750000.0,115.0
22000.0,Джили,1.5,2021.0,бензин,1899000.0,150.0
390000.0,Форд,2.0,2007.0,бензин,370000.0,145.0
82000.0,Вольво,2.0,2010.0,бензин,5099000.0,249.0
50188.0,Хавейл,2.0,2023.0,бензин,2700000.0,192.0
78562.0,Мазда,2.5,2015.0,бензин,2500000.0,192.0
178000.0,Форд,1.8,2008.0,бензин,600000.0,125.0
100.0,Чанган,2.0,2023.0,бензин,3250000.0,226.0
145373.0,Киа,1.6,2009.0,бензин,620000.0,122.0
54266.0,Рено,1.5,2021.0,дизель,2050000.0,109.0
253732.0,БМВ,2.5,2013.0,бензин,1170000.0,218.0
183138.0,Фольксваген,2.0,2013.0,дизель,1370000.0,140.0
30000.0,Ленд,2.0,2020.0,дизель,5150000.0,180.0
268712.0,LADA,1.6,2013.0,бензин,399990.0,98.0
10.0,ГАК,2.0,2018.0,бензин,5400000.0,231.0
147000.0,Опель,1.6,2015.0,бензин,1240000.0,170.0
35600.0,Рено,1.6,2019.0,бензин,1310000.0,102.0
127000.0,Фольксваген,1.6,2014.0,бензин,1050000.0,105.0
232000.0,Ленд,3.0,2013.0,дизель,3690000.0,249.0
337000.0,Мерседес,2.8,1998.0,бензин,550000.0,204.0
143000.0,Хендай,2.0,2015.0,бензин,1330000.0,150.0
25800.0,Киа,1.0,2021.0,бензин,1800000.0,100.0
45569.0,Киа,2.0,2022.0,бензин,2590000.0,150.0
107815.0,Шкода,1.6,2015.0,бензин,1390000.0,110.0
56000.0,Хавейл,1.5,2021.0,бензин,1795000.0,143.0
97000.0,LADA,1.6,2016.0,бензин,670000.0,106.0
128000.0,Фольксваген,2.0,2017.0,бензин,2899000.0,220.0
243000.0,Форд,1.6,2008.0,бензин,419000.0,100.0
235000.0,БМВ,2.0,2013.0,бензин,879000.0,136.0
150000.0,Тойота,4.7,2010.0,бензин,3499000.0,288.0
80000.0,Субару,2.0,1995.0,бензин,290000.0,220.0
110920.0,Мерседес,1.6,2018.0,бензин,2599000.0,150.0
91200.0,Шкода,2.0,2021.0,бензин,3299000.0,190.0
112056.0,Хендай,1.6,2020.0,бензин,1300000.0,123.0
444844.0,Тойота,2.0,2001.0,бензин,800000.0,160.0
62000.0,Опель,1.8,2015.0,бензин,1100000.0,140.0
210890.0,Форд,1.4,2005.0,бензин,379000.0,80.0
160000.0,Киа,2.0,2020.0,бензин,2300000.0,150.0
237000.0,Хендай,1.6,2010.0,бензин,680000.0,123.0
133246.0,Volvo,2.0,2010.0,бензин,3550000.0,250.0
123016.0,БМВ,2.0,2011.0,дизель,1800000.0,184.0
5000.0,Хавейл,1.5,2023.0,бензин,2269000.0,150.0
108300.0,Мазда,2.0,2016.0,бензин,1289000.0,147.0
143931.0,Ситроен,2.4,2012.0,бензин,1229000.0,170.0
168006.0,Фольксваген,1.4,2012.0,бензин,899000.0,122.0
90458.0,Мерседес,2.1,2018.0,дизель,4379000.0,136.0
292800.0,Киа,3.3,2007.0,бензин,889000.0,248.0
253000.0,Шевроле,1.6,2007.0,бензин,425000.0,90.0
20366.0,Омода,1.5,2015.0,бензин,2070000.0,147.0
185939.0,Мерседес,1.7,2011.0,бензин,850000.0,116.0
199955.0,Форд,1.6,2011.0,бензин,700000.0,125.0
195000.0,Шевроле,1.2,2007.0,бензин,400000.0,72.0
118000.0,LADA,1.6,2016.0,бензин,589000.0,106.0
170590.0,Шкода,1.6,2018.0,бензин,970000.0,90.0
110862.0,Ниссан,1.6,2010.0,бензин,800000.0,110.0
58000.0,Хендай,1.6,2022.0,бензин,1880000.0,123.0
110000.0,Киа,1.6,2021.0,бензин,1900000.0,128.0
280000.0,Хендай,1.6,2014.0,бензин,1090000.0,123.0
14801.0,Чери,1.3,2011.0,бензин,275000.0,83.0
127000.0,Форд,1.6,2011.0,бензин,839000.0,105.0
166000.0,Хендай,1.6,2015.0,бензин,1659000.0,177.0
214000.0,Хендай,2.0,2011.0,бензин,979000.0,150.0
195500.0,Форд,2.0,2010.0,дизель,1200000.0,140.0
183000.0,Форд,2.0,2013.0,дизель,1319000.0,140.0
137000.0,Шевроле,1.8,2012.0,бензин,899000.0,141.0
85000.0,Киа,2.2,2018.0,дизель,3299000.0,202.0
115000.0,Шкода,1.6,2019.0,бензин,1299000.0,90.0
60000.0,Рено,1.6,2019.0,бензин,1165000.0,102.0
94947.0,LADA,1.6,2020.0,бензин,1298600.0,106.0
162284.0,Рено,1.6,2020.0,бензин,1396800.0,114.0
181000.0,Мерседес,1.8,2011.0,бензин,1395000.0,156.0
83100.0,Шкода,1.6,2021.0,бензин,1730000.0,110.0
77533.0,Форд,1.6,2011.0,бензин,950000.0,125.0
121657.0,Шкода,1.4,2021.0,бензин,2350000.0,150.0
17557.0,Джили,1.5,2023.0,бензин,2270000.0,147.0
318000.0,Ситроен,2.4,2011.0,бензин,825000.0,170.0
194020.0,Лексус,2.7,2015.0,бензин,2850000.0,188.0
243000.0,Форд,1.4,2007.0,бензин,499000.0,80.0
150385.0,Peugeot,1.6,2015.0,бензин,620000.0,150.0
89000.0,Форд,2.0,2014.0,дизель,1370000.0,140.0
40546.0,Хендай,2.2,2021.0,дизель,4100000.0,200.0
140500.0,Киа,2.5,2015.0,бензин,2680000.0,194.0
253000.0,Сузуки,1.6,2014.0,бензин,450000.0,107.0
20000.0,Джили,1.5,2022.0,бензин,1990000.0,150.0
161000.0,Опель,1.6,2012.0,бензин,890000.0,115.0
5515.0,Джили,1.5,2024.0,бензин,2560000.0,177.0
269000.0,Акура,2.3,2006.0,бензин,990000.0,240.0
183000.0,Рено,1.6,2014.0,бензин,759000.0,103.0
110000.0,Мерседес,2.0,2015.0,бензин,1649000.0,184.0
350000.0,Тойота,3.0,2000.0,дизель,700000.0,130.0
110580.0,Хендай,2.0,2019.0,бензин,2449000.0,150.0
150000.0,Лада,1.6,2015.0,бензин,110000.0,74.0
5665.0,Вольво,2.0,2010.0,бензин,5500000.0,249.0
12000.0,Ниссан,2.0,2021.0,бензин,2650000.0,144.0
210000.0,Фольксваген,1.6,2013.0,бензин,800000.0,105.0
91649.0,Фольксваген,2.0,2021.0,бензин,3300000.0,180.0
91452.0,Тойота,1.0,2017.0,бензин,1300000.0,69.0
361000.0,Шевроле,1.7,2015.0,бензин,290000.0,80.0
175414.0,Шевроле,1.7,2017.0,бензин,689000.0,80.0
240000.0,Рено,1.6,2018.0,бензин,1250000.0,114.0
77000.0,Фольксваген,1.4,2021.0,бензин,2799000.0,150.0
461000.0,Фольксваген,2.4,1991.0,дизель,380000.0,78.0
145000.0,Киа,2.0,2015.0,бензин,1499000.0,150.0
226000.0,Тойота,2.0,2018.0,бензин,2250000.0,150.0
224100.0,Мицубиси,1.6,2001.0,бензин,200000.0,98.0
285000.0,Тойота,1.5,2000.0,бензин,245000.0,100.0
13566.0,Хавейл,1.5,2017.0,бензин,2250000.0,150.0
238000.0,Грейт,2.4,2015.0,бензин,499000.0,127.0
113600.0,LADA,1.6,2008.0,бензин,300000.0,98.0
191000.0,Тойота,2.5,2010.0,бензин,1800000.0,181.0
255000.0,Мазда,2.0,2015.0,бензин,1549000.0,150.0
9400.0,Чанган,1.4,2015.0,бензин,1970000.0,150.0
26624.0,Киа,2.0,2019.0,бензин,2860000.0,150.0
178447.0,Шкода,1.4,2012.0,бензин,790000.0,86.0
243109.0,Ситроен,2.0,2015.0,дизель,1050000.0,138.0
220000.0,Рено,2.5,2010.0,бензин,999999.0,177.0
57216.0,Тойота,2.0,2014.0,бензин,2875000.0,146.0
12872.0,Шкода,1.4,2020.0,бензин,2895000.0,150.0
105622.0,Тойота,2.5,2018.0,бензин,2395000.0,181.0
163000.0,Ниссан,2.0,2015.0,бензин,1099900.0,135.0
212000.0,Ауди,3.0,2016.0,бензин,1459900.0,300.0
338651.0,Субару,2.5,2008.0,бензин,950000.0,173.0
378000.0,Шкода,1.6,1997.0,бензин,200000.0,75.0
199863.0,Шевроле,1.6,2012.0,бензин,660000.0,109.0
300000.0,БМВ,2.0,2015.0,бензин,450000.0,150.0
221956.0,Форд,1.6,2014.0,бензин,790000.0,125.0
220000.0,Рено,1.4,2006.0,бензин,230000.0,75.0
190000.0,Peugeot,1.4,2015.0,бензин,420000.0,88.0
78800.0,LADA,1.6,2013.0,бензин,520000.0,87.0
73207.0,Эксид,2.0,2022.0,бензин,2690000.0,249.0
14261.0,Рено,1.6,2021.0,бензин,2070000.0,117.0
158443.0,Хендай,2.0,2018.0,бензин,1739000.0,150.0
39670.0,LADA,1.7,2021.0,бензин,869000.0,83.0
135653.0,Форд,1.6,2016.0,бензин,1150000.0,122.0
130032.0,Ниссан,1.6,2014.0,бензин,1250000.0,117.0
96065.0,Фольксваген,1.6,2020.0,бензин,1230000.0,90.0
248000.0,Чери,1.6,2011.0,бензин,509000.0,126.0
150000.0,Киа,1.6,2016.0,бензин,1050000.0,123.0
155000.0,БМВ,3.0,2016.0,бензин,2599000.0,306.0
59000.0,Шкода,1.4,2021.0,бензин,2949000.0,150.0
57600.0,Шкода,1.4,2021.0,бензин,2759000.0,150.0
47229.0,Датсун,1.6,2018.0,бензин,750000.0,87.0
196557.0,Мазда,2.0,2016.0,бензин,1785000.0,150.0
129809.0,Фольксваген,1.6,2013.0,бензин,1120000.0,105.0
39685.0,Ниссан,2.5,2019.0,бензин,3200000.0,171.0
270000.0,Инфинити,3.5,2015.0,бензин,1050000.0,302.0
321000.0,Опель,1.6,2008.0,бензин,439000.0,115.0
206515.0,Шкода,1.2,2011.0,бензин,1049000.0,105.0
30099.0,Киа,1.3,2013.0,бензин,935000.0,85.0
133921.0,Чери,1.6,2013.0,бензин,859000.0,126.0
81764.0,Ауди,2.0,2013.0,бензин,2790000.0,180.0
159322.0,Форд,1.6,2007.0,бензин,600000.0,101.0
49341.0,Ленд,2.0,2019.0,дизель,5490000.0,180.0
106538.0,Мазда,2.5,2015.0,бензин,2279000.0,192.0
337867.0,Вольво,3.2,2010.0,бензин,1119000.0,238.0
137218.0,LADA,1.6,2019.0,бензин,999000.0,113.0
309870.0,Шкода,1.4,2002.0,бензин,210000.0,60.0
328000.0,Хендай,2.0,2011.0,дизель,729000.0,112.0
67551.0,Киа,2.5,2015.0,бензин,2925000.0,194.0
235000.0,Хендай,2.7,2001.0,бензин,490000.0,173.0
340000.0,Форд,2.0,2011.0,бензин,699000.0,145.0
390000.0,Рено,1.6,2012.0,бензин,400000.0,106.0
136000.0,Мини,1.6,2007.0,бензин,1300000.0,174.0
1.0,Тойота,2.5,2010.0,бензин,2000000.0,203.0
213764.0,Рено,2.0,2011.0,бензин,740000.0,138.0
118500.0,Хендай,1.6,2015.0,бензин,1330000.0,132.0
152000.0,Ягуар,3.0,2010.0,бензин,1299900.0,238.0
170770.0,Фольксваген,1.4,2017.0,бензин,1919777.0,150.0
197999.0,Фольксваген,1.4,2002.0,бензин,399990.0,75.0
73306.0,Мерседес,2.0,2016.0,бензин,2020000.0,211.0
318000.0,Форд,2.0,2012.0,дизель,839000.0,140.0
500000.0,Мерседес,2.2,1993.0,бензин,335000.0,150.0
45000.0,Ниссан,2.0,2020.0,бензин,2790000.0,144.0
23642.0,Омода,1.5,2015.0,бензин,2045444.0,147.0
164471.0,Киа,1.6,2015.0,бензин,1240000.0,130.0
69110.0,БМВ,2.0,2014.0,дизель,4200000.0,190.0
186696.0,Шкода,1.4,2008.0,бензин,414000.0,75.0
186000.0,Шкода,1.4,2014.0,бензин,828000.0,140.0
200000.0,Лада,1.5,2015.0,бензин,155000.0,76.0
58200.0,УАЗ,2.7,2021.0,бензин,1630000.0,150.0
48000.0,Хавейл,2.0,2019.0,дизель,2999000.0,190.0
293000.0,Форд,1.6,2012.0,бензин,700000.0,105.0
196360.0,БМВ,3.0,2016.0,дизель,3839000.0,313.0
230352.0,Хендай,1.6,2016.0,бензин,849000.0,123.0
87920.0,Тойота,4.5,2016.0,дизель,7500000.0,249.0
11020.0,Чери,1.5,2017.0,бензин,1849000.0,147.0
68000.0,Ниссан,1.2,2016.0,бензин,1150000.0,79.0
380000.0,Тойота,4.5,2011.0,дизель,2599000.0,235.0
140000.0,Лада,1.5,2015.0,бензин,115000.0,91.0
132028.0,Тойота,2.2,2014.0,дизель,2777000.0,150.0
298729.0,Ниссан,3.5,2010.0,бензин,789000.0,249.0
63144.0,Киа,2.0,2021.0,бензин,2675000.0,150.0
60479.0,Хендай,2.0,2019.0,бензин,2650000.0,149.0
217000.0,Тойота,2.4,2008.0,бензин,1050000.0,167.0
124900.0,Мерседес,1.6,2016.0,бензин,2550000.0,156.0
219000.0,СсангЙонг,2.0,2011.0,дизель,709000.0,149.0
230000.0,Мерседес,2.1,2010.0,дизель,1297000.0,170.0
122000.0,Ниссан,2.0,2010.0,бензин,1350000.0,141.0
16795.0,Ягуар,1.8,2019.0,электро,4350000.0,400.0
252470.0,Лексус,3.3,2015.0,бензин,1100000.0,230.0
180443.0,Хендай,2.0,2017.0,бензин,1425000.0,150.0
321730.0,Тойота,3.0,2007.0,дизель,1725000.0,173.0
164000.0,Киа,1.6,2012.0,бензин,600000.0,123.0
128000.0,Киа,1.6,2017.0,бензин,1419000.0,132.0
120000.0,БМВ,2.0,2013.0,бензин,1875000.0,184.0
204166.0,Фольксваген,1.6,2015.0,бензин,699000.0,85.0
285000.0,Фольксваген,1.6,2015.0,бензин,700000.0,105.0
173554.0,Фольксваген,1.4,2012.0,бензин,899000.0,122.0
75954.0,БМВ,2.0,2012.0,бензин,2190000.0,184.0
103000.0,Хендай,1.6,2017.0,бензин,1560000.0,123.0
131606.0,Ниссан,1.6,2012.0,бензин,795000.0,107.0
140110.0,Мицубиси,1.8,2013.0,бензин,1180000.0,140.0
161286.0,Шкода,1.6,2015.0,бензин,879000.0,105.0
40145.0,Джили,1.5,2021.0,бензин,2200000.0,177.0
208075.0,Мицубиси,3.2,2012.0,дизель,2470000.0,200.0
83028.0,Чери,1.6,2013.0,бензин,720000.0,126.0
170000.0,Сузуки,1.6,2007.0,бензин,650000.0,106.0
316314.0,Рено,2.0,2014.0,бензин,799000.0,135.0
151821.0,LADA,1.6,2021.0,бензин,1100000.0,90.0
209000.0,Ниссан,1.6,2010.0,бензин,749000.0,110.0
74000.0,LADA,1.8,2020.0,бензин,1349000.0,122.0
149000.0,Мазда,2.0,2015.0,бензин,1898000.0,150.0
216394.0,Хендай,2.0,2017.0,бензин,1419000.0,150.0
241674.0,Мицубиси,1.6,2012.0,бензин,695000.0,117.0
100869.0,БМВ,3.0,2017.0,дизель,8090000.0,249.0
61.0,Тойота,2.0,2024.0,бензин,4450000.0,173.0
81000.0,Хавейл,2.0,2017.0,бензин,2460000.0,190.0
218000.0,Мини,1.5,2016.0,бензин,1549000.0,136.0
174000.0,Шевроле,1.6,2010.0,бензин,415000.0,109.0
806114.0,Хонда,2.0,1999.0,бензин,365000.0,147.0
220000.0,Мерседес,2.0,2015.0,бензин,1849000.0,211.0
224532.0,Шевроле,1.6,2010.0,бензин,450000.0,109.0
207999.0,Хендай,2.2,2015.0,дизель,1799000.0,197.0
250000.0,Мазда,2.0,2016.0,бензин,1260000.0,147.0
10.0,Киа,2.0,2024.0,бензин,3970777.0,150.0
40000.0,Джили,1.5,2020.0,бензин,1677000.0,150.0
10.0,Киа,2.5,2024.0,бензин,6200000.0,179.0
105000.0,Датсун,1.6,2014.0,бензин,368000.0,87.0
158000.0,БМВ,2.0,2013.0,дизель,2550000.0,190.0
176331.0,Ситроен,1.6,2014.0,бензин,509990.0,120.0
248364.0,Тойота,3.0,2010.0,дизель,2447000.0,173.0
189429.0,Ауди,5.9,2017.0,дизель,2400000.0,500.0
110793.0,LADA,1.6,2021.0,бензин,1325000.0,106.0
191489.0,Форд,1.8,2015.0,бензин,1315000.0,146.0
196139.0,Опель,1.4,2004.0,бензин,479900.0,90.0
117586.0,БМВ,2.0,2013.0,дизель,3406000.0,190.0
365000.0,Фольксваген,3.6,2007.0,бензин,1100000.0,280.0
92000.0,Фольксваген,2.0,2019.0,бензин,2350000.0,180.0
172766.0,Мазда,2.0,2016.0,бензин,1450000.0,150.0
133000.0,Ниссан,1.6,2005.0,бензин,410000.0,109.0
74786.0,Фольксваген,1.4,2021.0,бензин,2365000.0,150.0
201138.0,Шевроле,1.5,2009.0,бензин,110000.0,86.0
18000.0,Хавейл,2.0,2024.0,бензин,2949000.0,192.0
137615.0,Форд,3.5,2017.0,бензин,2749000.0,249.0
4117.0,Чанган,2.0,2023.0,бензин,3199000.0,226.0
350000.0,Рено,1.6,2006.0,бензин,350000.0,113.0
106000.0,Шевроле,1.4,2010.0,бензин,500000.0,101.0
47680.0,Хендай,1.6,2021.0,бензин,2270000.0,123.0
130040.0,БМВ,2.0,2013.0,дизель,3235000.0,190.0
212000.0,Ниссан,1.6,2007.0,бензин,680000.0,110.0
262300.0,Рено,1.6,2014.0,бензин,710000.0,82.0
221000.0,Мерседес,3.0,1991.0,бензин,2100000.0,170.0
139000.0,Вортекс,1.8,2011.0,бензин,475000.0,132.0
225000.0,БМВ,3.0,2015.0,дизель,2200000.0,286.0
176000.0,ВАЗ,1.6,2014.0,бензин,570000.0,80.0
120000.0,Хендай,1.6,2014.0,бензин,740000.0,123.0
140000.0,Форд,2.0,2013.0,бензин,919000.0,150.0
228000.0,Мазда,1.8,2016.0,бензин,350000.0,120.0
224500.0,Киа,2.0,2011.0,бензин,753000.0,150.0
152000.0,Фольксваген,1.6,2016.0,бензин,850000.0,110.0
11007.0,Чанган,1.5,2023.0,бензин,1367000.0,98.0
133333.0,Мини,1.6,2013.0,бензин,1250000.0,122.0
167000.0,Киа,1.6,2019.0,бензин,1449000.0,123.0
200000.0,Ниссан,1.5,2003.0,бензин,220000.0,98.0
49747.0,Ленд,4.4,2018.0,дизель,9990000.0,339.0
119056.0,Киа,2.0,2017.0,бензин,1529000.0,150.0
115898.0,LADA,1.6,2018.0,бензин,680000.0,106.0
120000.0,Москвич,1.7,2015.0,бензин,250000.0,85.0
193098.0,Дэу,0.8,2002.0,бензин,120000.0,51.0
87000.0,Форд,3.5,2016.0,бензин,2949000.0,249.0
123479.0,Хендай,1.6,2019.0,бензин,1595000.0,123.0
7260.0,Шевроле,5.3,2022.0,бензин,9950000.0,360.0
188025.0,Ниссан,1.6,2011.0,бензин,939000.0,190.0
170000.0,Фольксваген,1.6,1989.0,бензин,115000.0,72.0
170001.0,Ленд,2.0,2012.0,бензин,1755000.0,240.0
280000.0,Тойота,2.5,1994.0,бензин,1360000.0,180.0
86281.0,Киа,2.5,2015.0,бензин,2490000.0,194.0
368975.0,Опель,1.6,2007.0,бензин,300000.0,105.0
301545.0,Фольксваген,3.6,2011.0,бензин,1545000.0,249.0
93600.0,Фольксваген,1.6,2019.0,бензин,1239000.0,110.0
100936.0,Мицубиси,2.0,2019.0,бензин,2234000.0,146.0
595000.0,Тойота,1.8,2001.0,бензин,650000.0,136.0
193420.0,Шевроле,1.6,2013.0,бензин,699990.0,115.0
155000.0,Шевроле,1.4,2009.0,бензин,320000.0,101.0
135000.0,Вольво,2.0,2010.0,бензин,3100000.0,320.0
30.0,Zeekr,1.8,2011.0,электро,7750000.0,146.0
202224.0,Ягуар,2.0,2013.0,бензин,1199000.0,240.0
250000.0,Лада,1.5,2015.0,бензин,155000.0,78.0
100000.0,Лада,1.6,2015.0,бензин,195000.0,75.0
186270.0,Volvo,2.0,2010.0,бензин,1235000.0,180.0
253280.0,Тойота,1.6,2008.0,бензин,680000.0,124.0
129000.0,Ситроен,1.6,2014.0,бензин,495000.0,120.0
33329.0,Тойота,3.5,2021.0,бензин,4690000.0,249.0
93133.0,Ягуар,2.0,2018.0,дизель,3150000.0,180.0
68000.0,Киа,1.2,2018.0,бензин,1380000.0,84.0
77653.0,Мицубиси,2.4,2013.0,бензин,1690000.0,167.0
103866.0,Фольксваген,1.4,2015.0,бензин,1415000.0,150.0
220453.0,Peugeot,1.4,2015.0,бензин,240000.0,75.0
129500.0,Киа,2.0,2018.0,бензин,1850000.0,150.0
127000.0,LADA,1.6,2020.0,бензин,720000.0,87.0
144000.0,Лада,1.6,2015.0,бензин,300000.0,81.0
268000.0,Фольксваген,1.6,2016.0,бензин,510000.0,90.0
263727.0,Субару,2.0,2005.0,бензин,1550000.0,280.0
69094.0,Хендай,1.6,2020.0,бензин,1525000.0,123.0
150000.0,Шкода,2.0,2012.0,бензин,1270000.0,200.0
237000.0,Киа,2.0,2017.0,бензин,1250000.0,150.0
287585.0,БМВ,1.8,2010.0,бензин,111000.0,102.0
40000.0,Чери,1.5,2017.0,бензин,2150000.0,147.0
170000.0,LADA,1.6,2014.0,бензин,870000.0,87.0
171181.0,Ниссан,2.0,2015.0,бензин,1670000.0,144.0
83842.0,Киа,1.6,2019.0,бензин,1910000.0,128.0
101251.0,LADA,1.6,2019.0,бензин,1180000.0,106.0
245000.0,Мицубиси,3.0,2012.0,бензин,2100000.0,178.0
212302.0,Форд,1.4,2006.0,бензин,340000.0,80.0
250000.0,Додж,2.0,2008.0,бензин,400000.0,160.0
133000.0,Джили,2.4,2018.0,бензин,1518000.0,149.0
250000.0,Фольксваген,1.4,2014.0,бензин,1150000.0,122.0
77000.0,Лексус,1.8,2015.0,бензин,1900000.0,99.0
177944.0,Ситроен,1.6,2018.0,дизель,1879000.0,90.0
183559.0,Тойота,1.6,2013.0,бензин,1297665.0,132.0
79833.0,БМВ,2.0,2015.0,дизель,5300000.0,190.0
80232.0,БМВ,3.0,2015.0,дизель,8500000.0,249.0
46230.0,Хавейл,2.0,2017.0,бензин,2349000.0,190.0
45114.0,Тойота,2.0,2014.0,бензин,4050000.0,149.0
138512.0,Шкода,1.4,2021.0,бензин,1999000.0,150.0
6510.0,LADA,1.7,2024.0,бензин,1099000.0,83.0
206424.0,Мицубиси,2.0,2018.0,бензин,1799000.0,146.0
220000.0,Шевроле,1.5,2013.0,бензин,550000.0,106.0
93000.0,Мерседес,1.3,2018.0,бензин,2499000.0,150.0
24839.0,ГАК,2.0,2018.0,бензин,4800000.0,190.0
214500.0,Ниссан,1.2,2007.0,бензин,550000.0,80.0
218000.0,Джип,3.6,2011.0,бензин,1949999.0,286.0
123555.0,Фольксваген,2.0,2020.0,дизель,5380000.0,199.0
212000.0,Вольво,2.5,2010.0,бензин,790000.0,210.0
200000.0,Шевроле,1.5,2007.0,бензин,170000.0,86.0
206000.0,Фольксваген,2.0,2013.0,бензин,1294000.0,170.0
92000.0,Хендай,2.5,2011.0,дизель,3750000.0,170.0
175000.0,Фольксваген,1.4,2013.0,бензин,1300000.0,122.0
151500.0,Фольксваген,1.6,2015.0,бензин,899000.0,105.0
65942.0,Рено,1.6,2019.0,бензин,1285000.0,102.0
148862.0,Фольксваген,2.0,2020.0,бензин,5000000.0,249.0
116027.0,Ягуар,2.0,2019.0,дизель,3395000.0,179.0
114398.0,Киа,1.6,2020.0,бензин,1398000.0,123.0
